density,model_key,dispatcher,repeat_index,replica_id,req_id,arrival_offset_s,first_latency_ms,finish_latency_ms,scheduled_first_latency_ms,scheduled_finish_latency_ms,first_event_index,finish_event_index,is_short
mid_l30,gemma-2-9b-it,least_backlog,1,1,short_a,5.706839,244.46229496970773,8007.829073001631,299.25605200696737,8062.62283003889,462,1228,True
mid_l50,gemma-2-9b-it,round_robin,0,0,short_extra_12,0.075645,121.21567397844046,7944.067285978235,121.2799820350483,7944.131594034843,1,722,True
mid_l50,gemma-2-9b-it,round_robin,0,0,short_extra_02,0.229614,230.8469269773923,8075.115899962839,311.6278100060299,8155.896782991476,5,771,True
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_06,0.53832,602.3504660115577,2029.0358039783314,605.284528050106,2031.9698660168797,16,72,False
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_01,0.786536,243.91806399216875,8086.190014961176,357.06852801376954,8199.340478982776,17,847,False
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_05,1.005053,611.1874630441889,8451.315054029692,625.2285670489073,8465.35615803441,34,903,False
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_02,1.511019,817.5385529757477,8562.984211021103,936.8175339768641,8682.26319202222,61,975,False
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_10,1.786233,695.0032549793832,8439.964938967023,784.0568660176359,8529.018550005276,68,985,False
mid_l50,gemma-2-9b-it,round_robin,0,0,short_extra_04,1.962443,246.2657099822536,8073.761916020885,282.0222830050625,8109.518489043694,60,964,True
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_17,2.175246,325.8066129637882,8070.768296951428,395.04386601038277,8140.005549998023,76,986,False
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_16,2.60303,687.0959490188397,8353.591876977589,774.8957390431315,8441.39166700188,128,1034,False
mid_l50,gemma-2-9b-it,round_robin,0,0,short_extra_03,2.727991,243.87748900335282,7989.129612047691,328.246676013805,8073.498799058143,109,1019,True
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_07,3.16621,609.9241249612533,8275.97664296627,701.7262110020965,8367.778729007114,159,1058,False
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_03,3.564906,250.03331096377224,7916.085828968789,303.03021101281047,7969.082729017828,170,1059,False
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_15,3.643152,531.7108699819073,8157.844375004061,628.2576510566287,8254.391156078782,209,1072,False
mid_l50,gemma-2-9b-it,round_robin,0,0,short_extra_08,3.858801,244.60897903190926,7909.17946601985,253.77509504323825,7918.345582031179,195,1068,True
mid_l50,gemma-2-9b-it,round_robin,0,0,short_extra_13,4.12457,240.67546398146078,7864.267572003882,387.54673302173615,8011.138841044158,238,1077,True
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_08,4.470999,731.0569559922442,1582.4002709705383,772.2066700225696,1623.5499850008637,329,451,False
mid_l50,gemma-2-9b-it,round_robin,0,0,long_a,4.88212,246.5011960011907,2182.4494780157693,361.0856700106524,2297.033952025231,330,614,False
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_09,5.32165,606.871834024787,8127.521781018004,649.8196850297973,8170.469632023014,416,1089,False
mid_l50,gemma-2-9b-it,round_robin,0,0,long_extra_12,5.706839,244.65595500078052,3500.026540015824,264.6306850365363,3520.00127005158,434,885,False
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_11,0.15815,124.60944702615961,7982.246379018761,124.67452307464555,7982.311455067247,1,771,True
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_14,0.366547,240.244171989616,8110.036297002807,272.9816969949752,8142.7738220081665,5,826,True
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_17,0.715111,243.25942498398945,8118.00634895917,289.3908970290795,8164.13782100426,12,878,True
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_16,0.899694,245.56140595814213,8123.407282982953,350.38409498520195,8228.229972010013,19,911,True
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_07,1.402886,244.8108220123686,8122.619707020931,338.92084105173126,8216.729726060294,36,972,True
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_00,1.629343,244.18773298384622,8128.473717020825,356.6709010046907,8240.956885041669,47,1001,True
mid_l50,gemma-2-9b-it,round_robin,0,1,mid_b,1.929305,247.93637299444526,8133.043381967582,304.66516205342487,8189.772171026561,60,1028,True
mid_l50,gemma-2-9b-it,round_robin,0,1,long_extra_04,2.109698,658.5681430296972,8501.284266007133,658.9681270415895,8501.684250019025,91,1077,False
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_15,2.250032,247.40507104434073,8130.546493048314,354.56798603991047,8237.709408043884,82,1065,True
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_09,2.670356,246.49391404818743,8088.539203046821,344.82958703301847,8186.874876031652,110,1098,True
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_06,2.887095,246.19859002996236,8087.523762020282,252.49758403515443,8093.8227560254745,121,1108,True
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_05,3.392474,247.04246898181736,8085.175556014292,365.9225070150569,8204.055594047531,177,1149,True
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_01,3.598687,245.97945401910692,8086.210366978776,281.96434705751017,8122.195260017179,190,1157,True
mid_l50,gemma-2-9b-it,round_robin,0,1,long_extra_11,3.788139,618.7996859662235,8460.353728965856,711.3452740013599,8552.899317000993,244,1187,False
mid_l50,gemma-2-9b-it,round_robin,0,1,short_extra_10,4.099986,247.17191001400352,8086.187745037023,276.88870002748445,8115.904535050504,243,1182,True
mid_l50,gemma-2-9b-it,round_robin,0,1,short_a,4.192797,246.55104597331956,8088.105088972952,306.6872740164399,8148.241317016073,259,1188,True
mid_l50,gemma-2-9b-it,round_robin,0,1,long_b,4.549722,867.1748630004004,8691.983727971092,941.1637660232373,8765.972630993929,390,1213,False
mid_l50,gemma-2-9b-it,round_robin,0,1,long_extra_00,5.01184,250.76311198063195,1636.371030996088,357.25146904587746,1742.8593880613334,372,576,False
mid_l50,gemma-2-9b-it,round_robin,0,1,long_extra_14,5.467845,769.7170819737948,8557.791313971393,792.7976230275817,8580.87185502518,499,1226,False
mid_l50,gemma-2-9b-it,round_robin,0,1,long_extra_13,5.743677,644.5916019729339,8419.049709977116,765.1170550379902,8539.575163042173,519,1228,False
mid_l50,gemma-2-9b-it,round_robin,1,0,short_extra_12,0.075645,122.63902497943491,7934.742429992184,122.70610901759937,7934.8095140303485,1,724,True
mid_l50,gemma-2-9b-it,round_robin,1,0,short_extra_02,0.229614,233.55955095030367,8060.930990963243,315.91216498054564,8143.283604993485,5,773,True
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_06,0.53832,602.129691047594,2033.6805690312758,609.3484430457465,2040.8993210294284,16,72,False
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_01,0.786536,243.3814200339839,8070.526666997466,361.13244300941005,8188.277689972892,17,849,False
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_05,1.005053,598.7623460241593,8433.325216989033,617.868265020661,8452.431135985535,34,905,False
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_02,1.511019,833.7712879874744,8560.305230028462,945.6911609740928,8672.22510301508,61,977,False
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_10,1.786233,690.2088689967059,8415.403919992968,792.9863210301846,8518.181372026447,68,987,False
mid_l50,gemma-2-9b-it,round_robin,1,0,short_extra_04,1.962443,244.95448701782152,8051.27752100816,293.361961026676,8099.684995017014,60,966,True
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_17,2.175246,323.396195017267,8048.59124601353,403.9733210229315,8129.168372019194,76,988,False
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_16,2.60303,684.4271059962921,8328.546855016612,781.3294460065663,8425.449195026886,128,1036,False
mid_l50,gemma-2-9b-it,round_robin,1,0,short_extra_03,2.727991,241.23861000407487,7965.387362986803,335.0246390327811,8059.173392015509,109,1021,True
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_07,3.16621,603.2150710234419,8245.933244004846,702.46122503886,8345.179398020264,159,1060,False
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_03,3.564906,245.88120402768254,7888.599377009086,303.7652250495739,7946.483398030978,170,1061,False
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_15,3.643152,525.1656679902226,8131.234840024263,624.5912220329046,8230.660394066945,209,1074,False
mid_l50,gemma-2-9b-it,round_robin,1,0,short_extra_08,3.858801,240.14263303251937,7884.994266030844,250.04180503310636,7894.893438031431,195,1070,True
mid_l50,gemma-2-9b-it,round_robin,1,0,short_extra_13,4.12457,240.62724696705118,7849.105890956707,383.83275602245703,7992.311400012113,238,1079,True
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_08,4.470999,723.1661889818497,1817.281046998687,760.6014399789274,1854.7162979957648,329,489,False
mid_l50,gemma-2-9b-it,round_robin,1,0,long_a,4.88212,242.42256698198617,2178.17221803125,349.48043996701017,2285.230091016274,330,616,False
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_09,5.32165,608.5741989663802,8125.526010000613,641.5876669925638,8158.539478026796,416,1091,False
mid_l50,gemma-2-9b-it,round_robin,1,0,long_extra_12,5.706839,245.71250699227676,3498.0307249934413,256.3986669993028,3508.7168850004673,434,887,False
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_11,0.15815,124.97507297666743,8037.7471430110745,125.03816100070253,8037.81023103511,1,772,True
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_14,0.366547,239.96858700411394,8169.247776037082,273.6573349684477,8202.936524001416,5,827,True
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_17,0.715111,243.26860898872837,8180.259471992031,288.9728249865584,8225.96368798986,12,879,True
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_16,0.899694,243.0088659748435,8184.553642990068,347.4133449490182,8288.958121964242,19,912,True
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_07,1.402886,241.91972200060263,8193.398939038161,330.2350309677422,8281.7142480053,36,973,True
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_00,1.629343,245.85434002801776,8198.654988023918,349.6506289811805,8302.45127697708,47,1002,True
mid_l50,gemma-2-9b-it,round_robin,1,1,mid_b,1.929305,245.83979102317244,8199.313138029538,295.53902498446405,8249.01237199083,60,1029,True
mid_l50,gemma-2-9b-it,round_robin,1,1,long_extra_04,2.109698,693.9226340036839,8573.976985993795,809.0909969760105,8689.145348966122,99,1089,False
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_15,2.250032,245.55746704572812,8200.851719011553,346.07729100389406,8301.371542969719,82,1066,True
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_09,2.670356,243.73583996202797,8124.988315976225,370.9698479506187,8252.222323964816,109,1100,True
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_06,2.887095,243.3394209947437,8127.054717973806,275.05686099175364,8158.772157970816,120,1110,True
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_05,3.392474,242.7855349960737,8130.53124002181,258.9373349910602,8146.683040016796,165,1143,True
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_01,3.598687,243.05450200336054,8134.950225008652,295.8070349995978,8187.702758004889,190,1158,True
mid_l50,gemma-2-9b-it,round_robin,1,1,long_extra_11,3.788139,625.6025480106473,8509.340503020212,731.9869509665295,8615.724905976094,244,1188,False
mid_l50,gemma-2-9b-it,round_robin,1,1,short_extra_10,4.099986,250.4188849707134,8133.5271099815145,296.4849729905836,8179.593198001385,243,1183,True
mid_l50,gemma-2-9b-it,round_robin,1,1,short_a,4.192797,249.1088779643178,8132.846832973883,327.3289509816095,8211.066905991174,259,1189,True
mid_l50,gemma-2-9b-it,round_robin,1,1,long_b,4.549722,899.6401649783365,8736.906033998821,994.7106369654648,8831.97650598595,388,1214,False
mid_l50,gemma-2-9b-it,round_robin,1,1,long_extra_00,5.01184,654.4434750103392,2073.502176965121,658.7353270151652,2077.7940289699472,389,599,False
mid_l50,gemma-2-9b-it,round_robin,1,1,long_extra_14,5.467845,807.0243519614451,8570.384184946306,883.6492859991267,8647.009118983988,497,1227,False
mid_l50,gemma-2-9b-it,round_robin,1,1,long_extra_13,5.743677,679.3200100073591,8438.298397988547,730.0798849901184,8489.058272971306,498,1228,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,short_extra_12,0.075645,124.39843598986045,7891.829808009788,124.46974503109232,7891.90111705102,1,638,True
mid_l50,gemma-2-9b-it,least_backlog,0,0,short_extra_02,0.229614,237.8036670270376,8017.013617034536,328.06095300475135,8107.27090301225,5,681,True
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_extra_06,0.53832,737.3326379456557,2094.2161189741455,756.7000589915551,2113.583540020045,17,81,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,short_extra_16,0.899694,245.45763904461637,8018.854210036807,271.63084101630375,8045.027412008494,16,747,True
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_extra_05,1.005053,248.71914595132694,8021.398751006927,289.96705898316577,8062.646664038766,21,760,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,short_extra_00,1.629343,246.31692696129903,8008.618246007245,282.5320219853893,8044.833341031335,47,814,True
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_extra_10,1.786233,737.7712979796343,8493.909879995044,740.2585480012931,8496.397130016703,80,860,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_extra_04,2.109698,248.7424269784242,8004.915401979815,294.9723359779455,8051.1453109793365,72,851,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_extra_16,2.60303,860.2057569660246,8611.445221002214,909.0930119855329,8660.332476021722,138,917,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_extra_07,3.16621,247.10343597689644,7998.342900013085,345.91301198815927,8097.152476024348,139,918,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,short_extra_01,3.598687,255.1446799770929,7991.558872978203,293.5776240192354,8029.9918170203455,167,934,True
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_extra_15,3.643152,529.8692359938286,8225.751095043961,653.7086520111188,8349.590511061251,200,947,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,short_extra_08,3.858801,248.89908399200067,7978.781940997578,282.3866620310582,8012.269519036636,188,943,True
mid_l50,gemma-2-9b-it,least_backlog,0,0,short_extra_13,4.12457,277.0544480299577,7974.016799998935,293.6985590495169,7990.6609110184945,213,950,True
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_extra_08,4.470999,735.8728450490162,1835.2991610299796,808.6937150219455,1908.120031002909,305,447,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_a,4.88212,488.5401719948277,2440.730814996641,517.4402460106649,2469.6308890124783,306,562,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_extra_09,5.32165,614.6924220374785,8194.461192993913,692.6347000407986,8272.403470997233,381,963,False
mid_l50,gemma-2-9b-it,least_backlog,0,0,long_extra_12,5.706839,246.5658350265585,3542.973910982255,307.4457000475377,3603.853776003234,397,792,False
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_11,0.15815,124.36482100747526,7887.7784319920465,124.42920001922175,7887.842811003793,1,842,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_14,0.366547,235.62331701396033,8009.942145028617,267.2547359834425,8041.573563998099,5,903,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_17,0.715111,241.48359295213595,8020.313196990173,279.17424496263266,8058.00384900067,12,961,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,long_extra_01,0.786536,720.0610730214976,8503.862612007651,806.2181949499063,8590.01973393606,28,1052,False
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_07,1.402886,240.20684498827904,8025.39121900918,310.1331709767692,8095.31754499767,33,1070,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,long_extra_02,1.511019,845.5772299785167,8644.213732972275,927.3276959429495,8725.964198936708,62,1165,False
mid_l50,gemma-2-9b-it,least_backlog,0,1,mid_b,1.929305,240.99288595607504,8035.320202994626,263.4136569686234,8057.740974007174,54,1135,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_04,1.962443,244.99062402173877,8040.262419031933,352.87011798936874,8148.141912999563,61,1151,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,long_extra_17,2.175246,245.6092329812236,8044.245735974982,263.1006959709339,8061.737198964693,70,1166,False
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_15,2.250032,241.2317800335586,8045.5856419866905,306.53271899791434,8110.886580951046,80,1179,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_09,2.670356,240.75624998658895,8047.360992000904,248.16843797452748,8054.7731799888425,111,1213,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_03,2.727991,239.0961930505,8048.400941013824,309.79860201478004,8119.103349978104,123,1224,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_06,2.887095,240.2221510419622,8050.14242901234,271.67817699955776,8081.598454969935,136,1234,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_05,3.392474,248.0599099653773,8045.3551899991,260.69126796210185,8057.986547995824,189,1267,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,long_extra_03,3.564906,798.6084840376861,8524.97885900084,886.8862370145507,8613.256611977704,274,1310,False
mid_l50,gemma-2-9b-it,least_backlog,0,1,long_extra_11,3.788139,671.3743190048262,8399.037201015744,784.4641659758054,8512.127047986723,292,1317,False
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_extra_10,4.099986,304.2198020266369,8030.59017698979,351.8062370130792,8078.176611976232,275,1311,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,short_a,4.192797,273.4042989904992,8001.067181001417,379.80616599088535,8107.4690480018035,293,1318,True
mid_l50,gemma-2-9b-it,least_backlog,0,1,long_b,4.549722,854.3226959882304,8566.359421995003,877.2428749362007,8589.279600942973,422,1340,False
mid_l50,gemma-2-9b-it,least_backlog,0,1,long_extra_00,5.01184,246.73965200781822,1653.3699560095556,295.1469050021842,1701.7772090039216,402,627,False
mid_l50,gemma-2-9b-it,least_backlog,0,1,long_extra_14,5.467845,799.6964870253578,8428.607335023116,882.3389600147493,8511.249808012508,563,1355,False
mid_l50,gemma-2-9b-it,least_backlog,0,1,long_extra_13,5.743677,676.1227180249989,8300.77012203401,727.1819559973665,8351.829360006377,564,1356,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,short_extra_12,0.075645,123.06091497885063,7866.922782966867,123.12663701595739,7866.988505003974,1,636,True
mid_l50,gemma-2-9b-it,least_backlog,1,0,short_extra_02,0.229614,235.79387902282178,7994.031015026849,319.45507298223674,8077.692208986264,5,679,True
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_extra_06,0.53832,733.1866479944438,2099.9993340228684,743.9490819815546,2110.7617680099793,17,78,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,short_extra_16,0.899694,246.11007398925722,7999.133399978746,260.15512098092586,8013.178446970414,16,745,True
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_extra_05,1.005053,248.93379997229204,8001.9788250210695,277.2160819731653,8030.261107021943,21,758,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,short_extra_00,1.629343,239.6154900197871,7999.226315994747,257.90941499872133,8017.520240973681,47,812,True
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_extra_10,1.786233,761.8121069972403,8486.11177096609,862.8487680107355,8587.148431979585,84,867,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_extra_04,2.109698,704.1785870096646,8364.233057014644,725.2698889933527,8385.324358998332,91,876,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_extra_16,2.60303,908.9575149700977,8573.586008977145,955.031675985083,8619.66016999213,134,919,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_extra_07,3.16621,488.6331869638525,8151.94003097713,515.2105889865197,8178.517432999797,143,926,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,short_extra_01,3.598687,251.14820298040286,7907.591812021565,333.9051809743978,7990.34879001556,162,937,True
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_extra_15,3.643152,251.14820298040286,7907.591812021565,289.44018098991364,7945.8837900310755,163,938,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,short_extra_08,3.858801,244.88319299416617,7895.987625000998,318.71534197125584,7969.819773978088,186,945,True
mid_l50,gemma-2-9b-it,least_backlog,1,0,short_extra_13,4.12457,242.00925399782136,7892.3665679758415,294.9852580204606,7945.342571998481,211,950,True
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_extra_08,4.470999,729.2303360300139,1824.1776350187138,799.4470190024003,1894.3943179911003,303,445,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_a,4.88212,484.58923504222184,2431.4052080153488,507.0001999847591,2453.816172957886,304,560,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_extra_09,5.32165,611.3390080281533,8153.873314033262,678.8401340018027,8221.374440006912,379,963,False
mid_l50,gemma-2-9b-it,least_backlog,1,0,long_extra_12,5.706839,244.66932303039357,3523.7776540452614,293.6511340085417,3572.7594650234096,395,790,False
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_11,0.15815,122.6087820250541,7902.202536002733,122.67349805915728,7902.267252036836,1,842,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_14,0.366547,236.82631499832496,8028.229991963599,266.8087930069305,8058.212469972204,5,903,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_17,0.715111,244.96007099514827,8036.697190953419,283.7421860313043,8075.479305989575,12,961,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,long_extra_01,0.786536,720.4887220286764,8522.8857670445,808.5287649882957,8610.925810004119,28,1052,False
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_07,1.402886,240.16418203245848,8043.34487504093,313.34758101729676,8116.528274025768,33,1070,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,long_extra_02,1.511019,848.5153009532951,8655.618843971752,932.5767539558001,8739.680296974257,62,1165,False
mid_l50,gemma-2-9b-it,least_backlog,1,1,mid_b,1.929305,241.78551801014692,8046.682682004757,270.5864990130067,8075.483663007617,54,1135,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_04,1.962443,244.1025619627908,8049.873798969202,358.84791298303753,8164.6191499894485,61,1151,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,long_extra_17,2.175246,243.68595599662513,8050.789499015082,268.34975398378447,8075.453297002241,70,1166,False
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_15,2.250032,240.4189839726314,8051.642942999024,311.69843598036095,8122.9223950067535,80,1179,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_09,2.670356,242.56482004420832,8054.536724055652,255.54537400603294,8067.517278017476,111,1213,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_03,2.727991,240.3750490047969,8054.992866993416,317.9812600137666,8132.599078002386,123,1224,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_06,2.887095,238.89269400388002,8057.556133018807,277.72688696859404,8096.390325983521,136,1234,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_05,3.392474,240.3391029802151,8062.178922002204,256.8999319919385,8078.739751013927,189,1267,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,long_extra_03,3.564906,798.2452469877899,8548.60518797068,882.7461550245062,8633.106096007396,274,1310,False
mid_l50,gemma-2-9b-it,least_backlog,1,1,long_extra_11,3.788139,671.3444580091164,8426.866423047613,778.7374979816377,8534.259463020135,292,1317,False
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_extra_10,4.099986,302.4100059992634,8052.769946982153,347.66615502303466,8098.026096005924,275,1311,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,short_a,4.192797,269.12645396078005,8024.648418999277,374.0794979967177,8129.601463035215,293,1318,True
mid_l50,gemma-2-9b-it,least_backlog,1,1,long_b,4.549722,850.2122950158082,8593.506121018436,867.4064619699493,8610.700287972577,422,1340,False
mid_l50,gemma-2-9b-it,least_backlog,1,1,long_extra_00,5.01184,245.5297859851271,1674.6238049818203,286.72051802277565,1715.8145370194688,402,627,False
mid_l50,gemma-2-9b-it,least_backlog,1,1,long_extra_14,5.467845,824.8499789624475,8458.973331958987,896.053689008113,8530.177042004652,563,1355,False
mid_l50,gemma-2-9b-it,least_backlog,1,1,long_extra_13,5.743677,700.9501570137218,8329.15842399234,741.9219870353118,8370.13025401393,564,1356,False
mid_l70,gemma-2-9b-it,round_robin,0,0,short_extra_07,0.075645,121.67422502534464,7915.028951014392,121.73946003895253,7915.094186028,1,698,True
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_06,0.229614,618.1308039813302,2043.3259409619495,699.2590689915232,2124.4542059721425,8,58,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_24,0.53832,588.1883410038427,8290.401973004919,594.2808880354278,8296.494520036504,11,804,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_05,0.786536,713.8784989947453,8414.080506947357,714.4003229914233,8414.602330944035,21,847,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_19,1.005053,488.7223819969222,8190.859912952874,616.290279023815,8318.427809979767,22,860,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_22,1.511019,609.5055480254814,8308.472166012507,719.8472089949064,8418.813826981932,54,921,False
mid_l70,gemma-2-9b-it,round_robin,0,0,mid_b,1.786233,243.78244299441576,7942.0924190199,322.1714560058899,8020.481432031374,47,909,True
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_17,1.962443,245.10078300954774,7944.067400996573,268.4232090250589,7967.389827012084,55,922,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_16,2.175246,850.3747960203327,8549.006662971806,906.0175670310855,8604.649433982559,100,985,False
mid_l70,gemma-2-9b-it,round_robin,0,0,short_extra_05,2.60303,243.7133729690686,7944.163571984973,354.4486039900221,8054.898803005926,99,977,True
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_07,2.727991,248.24983801227063,7946.881704963744,353.272567037493,8051.904433988966,109,986,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_15,3.16621,741.8860329780728,8425.783161015715,779.2142709949985,8463.111399032641,181,1029,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_08,3.564906,249.0186839713715,1377.2955519962125,257.94203398982063,1386.2189020146616,170,293,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_a,3.643152,249.63201396167278,2232.6110789435916,302.2722710156813,2285.2513359976,183,419,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_09,3.858801,638.9412310090847,8291.190285992343,725.6052200100385,8377.854274993297,236,1054,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_12,4.12457,515.8801799989305,3799.3838890106417,582.6654770062305,3866.1691860179417,250,694,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_25,4.470999,615.411380014848,8255.29085798189,728.8429290056229,8368.722406972665,309,1074,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_11,4.88212,248.68207203689963,7888.561550003942,317.72192899370566,7957.601406960748,324,1075,False
mid_l70,gemma-2-9b-it,round_robin,0,0,long_extra_10,5.32165,728.8487749756314,8357.281046977732,730.1076329895295,8358.53990499163,436,1090,False
